Text	Top5%	Emoji_1	Emoji_2	Emoji_3	Emoji_4	Emoji_5	Pct_1	Pct_2	Pct_3	Pct_4	Pct_5
@USER Ms. Clinton - you are a class act. My response to that idiot would likely land me in twitter jail (but would totally be worth it). I hope you run for office one day.	0.3219014965	50	33	54	53	32	0.0830326	0.077996	0.0765666	0.0462116	0.0380947
#fesheyes The rise in support for gun control has given me a new view on the topic. Drugs are illegal and criminals still have them. The same would happen with firearms.. law abiding citizens would lose their right and nothing would change to the criminals. URL	0.433187559247	42	33	32	55	19	0.273744	0.0567584	0.0399882	0.0316237	0.0310734
@USER @USER You do know gun control doesn’t mean the public shouldn’t have guns it means stricter gun regulations and making the process of acquiring guns harder than it is now you can go to a gun store and get a gun and leave in 22 minuets you can go to a gun show and get one faster	0.368190221488	42	50	57	55	33	0.184304	0.0539495	0.0511054	0.0395398	0.0392918
@USER Conservatives keep telling us how a few million immigrants are ruining the economy. How would multiplying those numbers several times help that?	0.411390665919	32	55	22	62	25	0.137543	0.102468	0.0851542	0.0446881	0.0415372
@USER Ever heard of Antifa or Soros? Now now that’s radical.	0.364663109183	33	31	50	53	54	0.114204	0.0879663	0.0690709	0.0489136	0.0445082
@USER @USER @USER @USER “It’s the people that shouldn’t have them that’s the problem” EXACTLY!! That’s gun control! Keeping them out of the hands of those who shouldn’t have them.	0.590398207307	32	55	42	58	37	0.221215	0.180752	0.0883749	0.0639849	0.0360712
@USER I would think already since you are only following half the people that are following you? It is called the follow BACK resistance.	0.279186639935	50	33	7	53	54	0.0932544	0.0480366	0.0469917	0.0457804	0.0451235
#TheresaMay #MonsterMay #Conservatives must answer for their crimes. #DWPcrimes #DWP #Tories #ToriesOut URL	0.232852682471	55	32	34	33	44	0.0596644	0.0531952	0.0407762	0.0396182	0.0395988
@USER God help us if that happens	0.448557693511	21	20	3	0	12	0.277604	0.0523961	0.0435267	0.0383538	0.0366766
@USER He is just carrying out #MaxineWaters mission! #RedWaveRising #GoodbyeDemocrats	0.325262192637	57	58	33	50	54	0.0944218	0.0680931	0.0642651	0.0523394	0.0461427
@USER what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives	0.360228631645	32	55	50	54	44	0.105574	0.0866423	0.059578	0.0593723	0.0490623
@USER @USER How about sensible gun control?	0.436959214509	50	54	42	9	31	0.152323	0.102692	0.0804503	0.0690378	0.0324557
@USER @USER @USER I understand how U feel but that’s something the liberals would do.  They go low. We don’t.  Please. We’re not Antifa. They R  We’re not going around shooting at conservatives. They do. We’re not the lying communist socialist lowlifes. They R Let’s not act like they do. Thank U	0.314397204667	34	32	55	27	52	0.102063	0.0660922	0.0597098	0.0458853	0.0406469
@USER 😂😂😂 that he is	0.186387076974	4	54	33	50	53	0.0387082	0.0386414	0.0386081	0.037652	0.0327774
@USER Good riddance!	0.384998343885	30	38	33	40	53	0.141449	0.083002	0.0687681	0.0496987	0.0420807
@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his ass.	0.434215709567	32	55	22	62	25	0.172768	0.113258	0.075514	0.0372158	0.0354598
@USER @USER He'd probably get his face bashed in by a horde of angry Antifa armed with lead pipes.	0.377765320241	32	55	42	62	54	0.130371	0.0834515	0.0631694	0.0546681	0.0461057
@USER Depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy	0.28319510445	32	50	54	55	22	0.0643404	0.0603093	0.0575174	0.0514301	0.0495978
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thank you for adding me Razor!  Patriots- if you aren’t following my Primary account @USER - will you take a minute &amp; Follow me? Thanks &amp; MAGA🇺🇸 URL	0.465204905719	61	33	8	47	59	0.192105	0.10171	0.0671932	0.0590275	0.0451702
@USER @USER @USER So what if she is!	0.300382070243	12	50	54	41	62	0.101607	0.0577053	0.0566359	0.0427734	0.0416606
@USER You are.	0.195091752335	23	50	8	47	59	0.0531353	0.0471549	0.0341271	0.03119	0.0294844
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Lets roll #MAGA patriots!  Add ten of your favorite patriots  @USER  @USER  @USER @USER @USER  @USER  @USER @USER @USER @USER @USER @USER @USER URL	0.435249235481	33	63	31	44	13	0.135953	0.0953564	0.0944353	0.0596103	0.0498941
@USER @USER @USER @USER @USER @USER @USER @USER @USER The majority of those are suicides.  You can not provide evidence that gun control reduces homicides.	0.467479873449	32	55	42	44	50	0.131221	0.113418	0.0979301	0.0752816	0.049629
@USER @USER Sorry for the Democratic party is the party of hate they formed the KKK and antifa. The GOP it's finally got back in the office and the economy is booming and people have jobs wow overlook this. You liberal people are the most trashy ignorant things on this planet.	0.25594644621	33	32	62	34	55	0.0655591	0.057164	0.0561034	0.0390537	0.0380661
@USER He’s an actor. Please wake up.	0.22446991317	21	34	33	50	25	0.0934183	0.0371172	0.0324599	0.0317216	0.0297528
@USER She is tripping	0.438855677843	51	0	19	25	1	0.177049	0.109176	0.0554958	0.0522593	0.044875
@USER The tide is changing....the Dems on Defense &amp; the #MSM are at a lost! They know what is coming very soon! NO ONE GETS A PASS...#QANON #TrustThePlan #WWG1WGA 👌🏼❤️🇺🇸🦅Love our @USER 45 #MAGA #KAG #KavanaughForSCOTUS will be a reality! God Bless!	0.28901687637	50	32	54	55	34	0.0778449	0.0632651	0.0512405	0.0492831	0.0473834
@USER @USER @USER @USER @USER You'll prob hear me screaming	0.338275127113	0	51	50	54	20	0.0939665	0.0784386	0.0674796	0.0570968	0.0412937
@USER Can Connecticut get a date if around the Fairfield county *cough BRIDGEPORT cough*. It will be hard to go to New York if people got school😭	0.242995653301	50	39	62	22	54	0.0619602	0.0540879	0.046962	0.0405609	0.0394247
@USER @USER Fuck the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report	0.515649572015	32	37	55	13	1	0.17721	0.132288	0.0859074	0.0655073	0.0547359
@USER @USER @USER Alien-ilegal! See?	0.305305209011	54	50	41	53	9	0.0729217	0.0722821	0.0659794	0.0508999	0.0432221
@USER I guess people won’t be voting conservatives in the next provincial election 😂	0.309655494988	50	22	54	62	34	0.0815685	0.0723754	0.0603717	0.0546182	0.0407217
@USER OH MY GOSH!! I LOVE HER!!!! a beautiful loaf &lt;3 you are an angel for taking care of her!	0.501262791455	24	47	8	59	60	0.121499	0.11619	0.100411	0.0923658	0.0707968
@USER @USER He is great. Wish they moved him to 7 slot before Tucker	0.359497219324	34	22	27	50	33	0.0937402	0.0830893	0.0809573	0.0560704	0.04564
@USER @USER @USER You have of notice that he is not too much appreciated anymore here at the moment ! Good evening  ! 😘 I'sorry for my English wrote.	0.31940709427	50	53	33	7	34	0.089897	0.0687161	0.0644601	0.0535843	0.0427497
@USER @USER @USER @USER @USER Oh and how do think the victim feels? Im sure she is fine with the death threats and insults she’s been getting spewed at her by you fine Christian conservatives	0.305862944573	50	39	41	0	33	0.0766572	0.0740214	0.0569905	0.0491875	0.0490062
@USER Either way we have your back. Don't be thinking that you are dealing alone out here.	0.223375998437	50	58	33	57	23	0.0488152	0.0468322	0.0438881	0.0428592	0.0409814
@USER @USER Liberals didn't give Juanita Broderick a chance to be heard or Keith Ellison's accuser. Can't have it both ways.	0.28382153064	32	22	55	34	50	0.0627666	0.0614661	0.0571294	0.0556821	0.0467774
"\""@USER @USER @USER I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,\""\"" impeachement...we acknowledge your animus and return it.\""\""\"""	0.192771468312	22	33	34	27	32	0.0466214	0.0443259	0.0359569	0.0348004	0.031067
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yassss!!!  Trump Wins Law Suit - Cali Court Overturns Gun Control Law URL via @USER	0.392473965883	33	40	42	54	57	0.116123	0.084276	0.0815531	0.0566888	0.0538329
10 Winning Arguments Against Gun Control – Libertennial URL	0.337798550725	42	57	58	33	44	0.145485	0.0709711	0.046012	0.0404461	0.0348841
@USER If this woman was telling the truth and was told about it years ago then the accuser lied in her letter when she said she didn’t tell anyone.  This second woman kills her credibility and shows that liberals are willing to lie to stop K	0.434422567487	32	55	19	25	22	0.135719	0.0937956	0.0811027	0.0725152	0.0512901
@USER The Klan was the militant arm of the Democrat Party.  I haven’t seen a past member in public since Sen Byrd died.  Antifa is the new militant arm.	0.257726218551	34	33	22	27	50	0.0893388	0.0573723	0.0393012	0.0383061	0.0334078
@USER we are done. you have no knowledge base for any of this and you are drunk on lies.	0.327074538916	38	56	19	32	55	0.119882	0.0621738	0.0556806	0.0453453	0.0439929
@USER Vote Cruz!!! Beto is part of the Deep State that will turn control back over to the corrupted liberals!!!!	0.407806426287	32	44	33	54	55	0.101989	0.0834616	0.0774716	0.0768314	0.0680525
@USER Every day Breitbart finds a new hill to die on. And every day the sheep follows its lies.	0.361494738609	46	32	55	34	19	0.0977625	0.0870598	0.0739198	0.0575512	0.0452015
@USER Can we all stop pretending that the Catholic Church is not the seat of Satan on earth?	0.251059185714	44	22	21	12	62	0.0591643	0.0509605	0.0508505	0.0506653	0.0394186
@USER That’s your opinion. Barbz attacked Remy the same way. Now she is acceptable? Cardi is 26. Nicki’s flow and style changed in the beginning of her career.	0.228036515415	41	51	50	0	54	0.0508983	0.0495515	0.0428259	0.0425059	0.0422549
"\""2) I am absolutely furious with my fellow conservatives when they say, This sounds credible,\""\"" or, \""\""If it's true...\""\"" Do you guys have short-term memory that only goes back 90 days?\""\""\"""	0.354229897261	58	24	32	16	37	0.099591	0.0721802	0.0630553	0.0608568	0.0585465
@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.	0.545244207606	42	32	55	33	50	0.421387	0.0351094	0.0319974	0.0298624	0.0268883
@USER And Bill Maher should try getting back into comedy.	0.407129123807	33	50	53	0	54	0.103951	0.0923832	0.0792789	0.0687295	0.0627862
@USER Red Flags: She’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. Translation: She’s an Antifa Dyke out to stop a Conservative Judge and President Trump even if she has to lie.	0.33287063241	0	25	19	51	20	0.0913381	0.0821469	0.0722428	0.0439981	0.0431448
@USER He is such a dolt. He just loves being able to push people around!	0.287604279816	50	54	53	55	32	0.080568	0.0553531	0.0531359	0.0507211	0.0478262
@USER She is among friends...IRA friends. A terrorist loves a terrorist.	0.261160187423	44	42	50	32	55	0.0627059	0.0595987	0.0511508	0.0460584	0.0416464
@USER Creepy old pedo desperately trying to be relevant. Just an old guy from the old world which Trump has shattered.	0.338674128056	22	52	62	25	12	0.098818	0.0782712	0.0640577	0.0506187	0.0469085
@USER @USER @USER Trump is done. You are a Anti-Ameican pro-Trump azz!!	0.441834874451	32	55	33	54	58	0.154174	0.106281	0.0721646	0.0599298	0.0492855
@USER @USER @USER @USER @USER So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.	0.457038089633	33	50	54	53	31	0.123478	0.111249	0.0910738	0.0892806	0.0419576
@USER @USER Ppl must realize by now HRC only speaks when she is told to speak and only what she is supposed to say. HRC hasn’t had an original thought since college and probably before.   Research her pas with her SS guards and you will see how calm and considerate she is!	0.372842684388	32	55	22	25	19	0.118204	0.093419	0.0754166	0.0450342	0.0407692
@USER So liberals will cheer ...they live illegal aliens.....	0.271792680025	50	54	25	12	19	0.0676225	0.0653731	0.0533232	0.046729	0.0387448
@USER She is a brave woman.  I thank her for telling her truth and am sorry that it was not on her own terms.	0.301125962287	21	8	47	59	7	0.0722253	0.0674951	0.0568597	0.0554989	0.049047
.@USER shows data won’t convince supremacists that ACA + gun control are good for them. They know + still vote against their interests (because: racism). The question to ask is not ‘how to change their minds?’ but ‘how to win elections?’ #valuinghealth2018	0.327170129865	42	32	55	33	19	0.100532	0.083835	0.0602967	0.0443716	0.0381352
@USER @USER Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it.............	0.364132810384	50	33	22	54	32	0.0977423	0.0955862	0.0656362	0.0580677	0.0471004
@USER If she is close by I don’t mind checking in on her. I’m in Greenville NC	0.242914110422	10	50	62	26	31	0.0504726	0.0502842	0.0497108	0.0490772	0.0433693
Accidentally bought the baby spinach AND baby kale mix at the grocery store and honestly it’s kinda ruining my week. #HealthSucks	0.268403865397	22	19	43	45	25	0.059313	0.0551879	0.0537534	0.0503733	0.0497763
@USER You are more then welcum	0.310169186443	50	23	9	54	7	0.114759	0.0592614	0.0526668	0.0496478	0.0338339
"\""@USER Eg, ANTIFA holding the position that police are racist or should be killed. Generalizations such as those are what I'd call attacking law enforcement.\""\""  \""\""Attacking the cancer in the body\""\"" is not the same as \""\""attacking the body\""\"" even if it's systemic.\""\""\"""	0.240464538336	42	32	33	58	22	0.0684055	0.0456508	0.0441678	0.0414602	0.0407802
@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.	0.280020553619	50	0	22	42	54	0.0684976	0.0669903	0.0504174	0.0474976	0.0466177
@USER Get her out and a new day will dawn what will you have for Brexit?	0.27327946946	50	53	7	54	10	0.0827963	0.0555114	0.0498027	0.0459322	0.0392368
@USER This one is tough. It‘s too easy to hold a grudge but fucking hard to let go.	0.31123149395	27	45	5	46	34	0.0732191	0.0615052	0.059417	0.0590848	0.0580055
@USER Still remember this show... sucks man 😞	0.339899424464	34	27	5	46	35	0.0830517	0.0766013	0.0667054	0.0639959	0.0495451
@USER Don't forget the ILLEGALS you are fighting for with tax payer money.	0.4579134956	33	50	54	58	53	0.125319	0.122709	0.0813307	0.0672385	0.0613167
"\""@USER @USER She is now going to the neurorealist crowd to complain that she just wants to be inclusive and that the ND community is attacking her for being white\""\"".\""\""\"""	0.192972622812	40	33	38	16	24	0.0635854	0.0407395	0.0298276	0.0297614	0.0290588
@USER AWWW WE’RE GOING TO MISS YOU :(	0.538875512779	46	47	24	8	59	0.136989	0.124567	0.116048	0.0933016	0.06797
@USER @USER IM THAT GIRL THAT SAID “WHAT THE FUCK” — NAH I WISH I HAD THE MONEY FOR THAT CONCERT BUT THATD BE MY REACTION TOO LMAO	0.325529400259	51	0	3	20	25	0.100012	0.0847792	0.0653888	0.0390008	0.0363487
@USER I still don't get why this is a story or why she is a hero to the left?  She allegedly slept with what the left considers to be the most repulsive nazi to ever walk the earth and she's praised for it?	0.254608005285	22	14	25	27	55	0.0826431	0.0493036	0.0425329	0.0416462	0.0384821
@USER God bless you SIR	0.544167822227	21	17	33	7	58	0.36238	0.06419	0.0508764	0.0374184	0.0293035
@USER The vile creature is trying to portray herself as some fierce bitch at the same time she knows that's not what the gun control conversation is about. Paper tiger	0.466644197702	42	38	32	19	39	0.259603	0.0583796	0.0572306	0.0477953	0.0436353
@USER These headlines. You are on really dangerous ground for a publicly funded company. Who do you think you are?	0.322052292526	32	55	50	22	54	0.0830372	0.076798	0.0670986	0.0508895	0.044229
#SadNews: What #Republicans/#Conservatives/#Deplorables forget am #Democrats/#Liberals/#Tolerables also am #WeThePeople/#AmericanPeople.	0.186560997739	34	46	43	33	45	0.0496472	0.0425757	0.0319057	0.0312695	0.0311629
@USER tell that to him. He is very perfectionist. I don’t think we will change that ever 😅	0.252799306065	50	54	34	55	22	0.0731175	0.0488366	0.045303	0.0432256	0.0423165
@USER everyone please vote for Vicki barbolack she is the most amazing kind hearted funny  and loved person on that stage no one has earned this more than her	0.561428889632	60	59	8	47	18	0.169575	0.124432	0.10723	0.0840699	0.0761226
@USER Im not saying he is worse. I have no clue tbh I'm js that shits gonna be terrible if thats the case. TL gonna explode	0.319740910083	51	3	52	20	0	0.117471	0.0516543	0.0511531	0.0507614	0.0487013
@USER Release the documents! Do not listen to the Antifa crowd!	0.417749781162	55	32	56	37	58	0.134063	0.129326	0.061731	0.0489929	0.0436368
@USER @USER live dangerously	0.356682512909	44	31	54	48	50	0.138913	0.0811838	0.0493236	0.0450973	0.0421646
@USER Donald Trump in Nevada either at that MAGA rally or Tge GOP Convention...His Hollowing Out of America Tour or as Putin likes to put it...”project red wave”	0.317964855582	32	22	55	62	25	0.0906758	0.0684928	0.058729	0.0502466	0.0498205
@USER She is a liar like Hilary Clinton.	0.313911788166	55	32	19	1	37	0.0770943	0.0740537	0.0604536	0.0587755	0.0435347
now that's interesting!?!? 🧐  #JFKJr   @USER #kennedy #qanon #maga #magical URL	0.308330960572	33	54	50	40	53	0.0701222	0.064343	0.0640379	0.0639851	0.0458428
@USER @USER Correction: Liberals deliberately distorting.	0.292602349073	54	50	33	53	55	0.0782361	0.0716063	0.0595971	0.0426322	0.0405307
@USER I can’t even listen to any of these idiotic Liberals. They all seem a brick short of a load.	0.424833670259	32	55	19	37	22	0.134824	0.116623	0.0697998	0.053222	0.0503647
@USER Go after NRA if they allowed gun control this wouldn't happen.	0.344692084938	42	0	50	32	55	0.164585	0.0473703	0.0471157	0.0443003	0.0413204
"\""@USER You are welcome. I don't always say it, but I'm so greatfull for this... everything. Thank you... we had nothing and you and Thor has given us everything. So if you ever need anything in return, just say the word and we will help,\""\""   She truly was just so greatfull.\""\""\"""	0.49343245849	24	47	16	8	46	0.214615	0.111928	0.0860452	0.0448623	0.0359828
@USER I really thought so. He is the God of rap. How do you come back from that	0.279800496995	22	51	25	0	12	0.0691028	0.0554415	0.0527702	0.0514569	0.0510291
@USER She is a hot one 🔥🔥🔥	0.340011674911	4	50	54	9	33	0.113283	0.0983661	0.0514969	0.041366	0.0354997
@USER @USER We loved hearing Laura speak in Duluth! She is truly a strong supporter of our beloved President...we need to flip MN RED!!!!	0.337107613683	57	33	8	47	58	0.076847	0.0751858	0.0719347	0.0677167	0.0454234
#Republicans grow some balls and start playing dirty like these liberals assholes do! URL	0.543941583484	32	55	37	58	42	0.189092	0.161186	0.0909387	0.0619989	0.0407256
@USER Fake News or PROPAGANDA is the ENEMY of this Country	0.283892773092	32	55	37	19	1	0.0905745	0.0842779	0.0379407	0.0359748	0.035125
@USER Liberals support this I thought.	0.225992109627	33	50	58	54	40	0.0758416	0.0449952	0.0382405	0.0338787	0.0330362
@USER At this point it’s just a money grab... they’re not even trying to hide it now	0.299879953265	19	25	0	1	20	0.0768924	0.0627551	0.0589915	0.0526695	0.0485714
@USER  time to kick may out and take on brexit as it should of been done 2 years ago. #conservatives #Maymustgo	0.406893935055	33	58	50	57	54	0.125977	0.0882484	0.0728508	0.0655797	0.0542376
@USER @USER @USER @USER @USER @USER @USER @USER Yes his brain was effected. He is one of the sharpest attorneys in America. But maybe it effected your brain is tge what you meant?	0.431622114033	54	50	44	22	33	0.135091	0.129291	0.0592996	0.0539954	0.0539449
@USER @USER @USER Your hatred is so deep that you construct the truth on how you want to see it. Trump continually insist on saving Social Security and it was Obama who bow down to every country and apologize for America. What's wrong with you are you that anti-American because of trump wow	0.421306028962	32	55	33	40	37	0.173037	0.0924215	0.0882654	0.0356527	0.0319293
@USER Cause they're assholes	0.328812774271	1	55	26	19	32	0.0795374	0.0680003	0.0678589	0.0584252	0.0549909
#metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER POSTER CHILD for USING Woman	0.379233878106	42	32	39	55	25	0.10216	0.0827227	0.079962	0.0752697	0.0391197
"\""@USER @USER @USER @USER I still find it hilarious that people like you think that literally any response to a comment is liberals being upset\""\"" and that getting a liberal upset is some kind of accomplishment.\""\""\"""	0.404185365885	24	16	47	53	54	0.138789	0.0848084	0.0770675	0.0606626	0.0428577
@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.	0.421378295869	32	55	58	33	44	0.17502	0.126144	0.0450313	0.0403738	0.0348093
@USER Be careful Mr Tepper! Be very careful!!!!	0.357764154673	50	54	62	12	44	0.105163	0.0798852	0.0671524	0.0614421	0.0441216
@USER @USER I tape it. Then when he is talking I fast-forward it. It’s funny to see his lips moving and not hear him!	0.295816216618	0	53	54	49	50	0.0929133	0.0653595	0.0572196	0.0402604	0.0400634
@USER Fixing that headline for you.  “Antifa Protestors Chant We Believe Christine Ford”	0.308896098286	50	33	40	0	54	0.0860935	0.0776628	0.0592981	0.0436064	0.0422353
@USER Cuz it’s the truth...and they don’t like that one bit. Doesn’t fit their agenda #MAGA	0.328748207539	50	54	22	62	0	0.102255	0.0777559	0.0630346	0.0446767	0.0410255
@USER Pumped you are back playing. Go win you a ring. Favorite player- BP#4-REDS. GO RED SOX #0	0.551228784025	57	58	33	61	40	0.148238	0.141748	0.12874	0.0752451	0.0572582
#Remainers whining are also in denial about the news around the rest of #Europe  Read dictionary on '#democracy' '#totalitarian' '#beyrayal' '#inevitable' 'YouTube' and 'OVER'!  #Brexit #EU #MBGA #MEGA #MAGA #MCGA #Conservatives #Patriots URL	0.313675627112	22	25	0	53	19	0.0930421	0.0736338	0.053193	0.0477568	0.04605
@USER He is nuts who would have ever imagined that the US would have concentration camps......he is the devil	0.626104589552	44	32	55	12	52	0.486492	0.0514539	0.0367019	0.0317543	0.019703
@USER thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.	0.485144024715	42	32	55	44	37	0.296627	0.0724121	0.0594784	0.0317898	0.0248369
"\""Antifa Ally  Yvette Felarca   Takes a Hit to the Head \""\""  Berkeley 8-5-18 URL via @USER\"""	0.486235484481	24	47	16	58	8	0.233257	0.107951	0.0688332	0.0381724	0.0380217
@USER Now just vote him out. He is a known racist.	0.315048921853	50	54	33	25	32	0.111374	0.0658886	0.0571888	0.0409297	0.039668
@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.	0.410103518516	32	33	55	44	53	0.111204	0.0879869	0.0821407	0.0776588	0.0511131
@USER You already know he is 😂😂😂 and then blown coverages that gave Ole Miss TD	0.293117396533	51	13	0	44	31	0.0707586	0.0619831	0.0617537	0.054312	0.0443101
@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute   she is my CumSlave after all 😎	0.33894347772	44	50	54	23	4	0.10394	0.0619662	0.0616021	0.0594993	0.0519364
@USER Huh? I want gun control eliminated. I want ALL Americans to be able to keep and bear arms. If they abuse that right THEN deprive them of it.	0.464523531497	55	32	42	57	37	0.142611	0.139591	0.10037	0.0410758	0.0408752
@USER I swear. I’m so glad my fat ass never drunk that shit. I’m tryna be slim but not crackhead slim🙇🏾‍♀️	0.288474198431	56	51	0	13	57	0.108266	0.0582735	0.0468044	0.0409559	0.0341742
@USER @USER But the President.  He is that BAD!	0.294660009444	12	62	22	50	54	0.0751024	0.0631987	0.0581858	0.0501893	0.0479838
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Here’s our response to @USER Antifa  Don’t you EVER ask our family for donations to #Antifa EVER AGAIN!!! URL	0.326174911112	50	33	54	58	32	0.101163	0.091365	0.0577693	0.0393467	0.036531
@USER @USER @USER Sucks for you	0.431555137038	50	54	0	9	26	0.142111	0.135975	0.0545291	0.0516172	0.0473227
I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL	0.262406725436	22	25	12	33	62	0.0646012	0.0599079	0.0514818	0.0435812	0.0428347
@USER It freaking sucks	0.328977417201	3	43	52	27	5	0.0696432	0.0693648	0.0675049	0.0640669	0.0583977
@USER Someone wrote it for her. She is irrelevant!!	0.323024481535	38	32	56	55	26	0.101945	0.0596169	0.0587754	0.0563161	0.0463712
@USER Following the Constitution is not victimizing.  @USER and liberals in general despise the Constitution.	0.523885622621	32	55	50	33	54	0.225547	0.16252	0.0501174	0.04808	0.0376214
@USER You are far too kind 😍😊🤗	0.282815173268	50	54	33	53	7	0.0877116	0.0672878	0.0543412	0.0451508	0.0283238
"\""@USER If you love our cops so much, why do you make it your life's goal to take away tools they need to stop crime, and put their very lives at risk? Why do you support ANTIFA thugs who assault cops and screech All Cops are Bastards\""\""?\""\""\"""	0.317266099155	42	24	47	38	13	0.0765199	0.075012	0.0578358	0.0570315	0.0508669
@USER The liberals are really displaying hate &amp; their message of division. Republicans really need to take advantage of this by welcoming the disgusted democrats that had enough with their party &amp; want a solid policy &amp; no more insults.	0.616015836596	32	55	39	37	52	0.241741	0.169208	0.118097	0.0506427	0.0363271
@USER Missing words are politically motivated. I have visited Israel in the past four times. I am not anti Semitic. There is more anti Semitism and racism in the @USER party. I have never encountered anti Semitic thoughts or actions in the @USER party.	0.395723953843	32	55	33	22	37	0.132313	0.100291	0.077857	0.0472562	0.0380072
"\""@USER @USER Here are the People\""\"" who \""\""Hold you up\""\"" and who YOU hold up.  1st Photo They are beating a Republican Korean War VET. 2nd &amp; 3rd Photo ANTIFA is Beating Minorities, LGBT and Kids Because they are Conservative.  The LEFT, YOUR LEFT is all about shutting down FREE SPEECH! URL\"""	0.78677014634	9	38	58	12	55	0.274958	0.215417	0.155992	0.0981353	0.0422673
#Liberals + #Conservatives= #neoliberalism &amp; #Globalization &amp; all of its Discontents: #PPP-#CorporateWelfare-Dilution of #Constitutional Rights/Freedoms &amp; #Justice-#SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of #cdnpoli/ticians for 1%ers!  URL	0.32674665004	24	47	16	58	63	0.17188	0.0582588	0.0329924	0.0321795	0.0314355
@USER @USER I think she is lying about that too.  I have seen no threats and I have seen a thousand comments and articles on this story.	0.328499719501	32	55	22	25	12	0.0971963	0.0657097	0.06425	0.0524628	0.0488808
@USER @USER I'm glad you are doing something fun!	0.413493473083	7	53	33	16	23	0.118933	0.100943	0.0706061	0.0705417	0.0524704
@USER @USER I think @USER is corrupt a back biter and a snake	0.394523371011	62	50	54	12	41	0.104219	0.103276	0.0870633	0.0508383	0.0491263
@USER @USER you are welcome	0.372995428741	7	23	50	16	53	0.10499	0.0767254	0.0677627	0.0633799	0.0601372
@USER Good!  Kind of makes you wonder what these boneheads have really accomplished? Getting people to not watch them and support their team? #Missionaccomplishedwewontwatch  #maga #istand #BoycottNFL #Trump2020	0.412943702191	33	50	54	58	57	0.129391	0.100034	0.0697478	0.0608126	0.0529585
@USER @USER best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.	0.380048550665	44	33	50	40	13	0.132061	0.0792691	0.0684909	0.0522494	0.0479782
@USER It's odd because they could easily withdraw him and get another acceptable to conservatives seated before new Congress is seated in January.	0.423465758562	22	32	55	62	25	0.131959	0.105316	0.0706245	0.0579078	0.0576584
:) see she is the sweetest! URL	0.501549698412	24	47	8	59	16	0.20484	0.121235	0.0808302	0.0513478	0.0432959
@USER If you are displaced its on Facebook Watch...*disclaimer* - Facebook Watch kinda sucks.	0.281821392477	54	50	41	22	25	0.0775479	0.068244	0.0463831	0.0458365	0.0438099
@USER Now you are a Netflix whisperer? Jack of all trades right here. 😒	0.3513488397	50	54	33	31	53	0.128139	0.0752724	0.0577684	0.0463843	0.0437851
@USER @USER @USER They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.	0.519242908806	32	55	22	27	34	0.225881	0.162329	0.0549303	0.0410497	0.0350526
sitting here tonight thinking and it’s made me well wanna go back to maga next year	0.304428078234	34	5	27	35	29	0.0739411	0.0736165	0.0656499	0.0475397	0.0436809
