id	tweet_ar	tweet_en	lbl
5398	الڪلام المحبوس جُواڪ ده يا إما يموت يا إما هيموتڪ 💔	Alڪlam trapped Jawaڪ This, my either die O either Imotڪ 💔	NOT
5399	@USER وربنا شبه النسوان ومش اي نسوان انتي يا شاديه يا بيضه بيكلك ليه خليك ف12 حلال وسيب الخطيب المغتصب الحرامي فحاله يا روح امك بجد انتوا جمهور نسوان	Our Lord @USER and semi-Niswan and mesh any Neswan Ante O Shadia O eggs Bichaelk Les P Stay 12 Halal and Sepp Khatib rapist Harami The state of the spirit of my mother so hard Antua audience Neswan	OFF
5400	RT @USER: عنيك السود يا طه يا زين ..بصوتي اسمعوها <LF>لو عجبتك لايك وريتويت وسمع غيرك😇😇❤🌸 URL	RT @USER: Eineik black Ya Taha Ya Zein ..besota Asamaoha <LF> if Jpetk Lake and Retweet heard Gark😇😇❤🌸 URL	NOT
5401	RT @USER: @USER يا أميرة النسـاء يا ملاك من السماء <LF>أحـــــــبـــــك و أعشق همساتك و لمساتك <LF>وأهيم فى بحور غرامك <LF>حبيبتى أسهر فى…	RT @USER: @USER O Princess of women, my angel from heaven <LF> I love you and adore Hmsatk and touches <LF> and wander in the seas Gharamak <LF> Habibty in ... stay up	NOT
5402	اسكت يا وشوشني.. يا تخين يا مكلبظ	Shut up, O .. O Chocna Tejen O Mkalpz	OFF
5403	يا تشد يدي للأبد يا لا تلمسها أبداً !	Oh pulls my hands forever, O never touch it!	NOT
5404	“الدنيا بعد فراقك غيّر ما انتي الوحيدة الدوبل كريم والباقي كله ده جبنة قريش .. يا تلحقيني يا ماتلحقنيش \"💙<LF>-لقائله * احمد عدويه *.	"Minimum after Vrack is the only Ante Aldobl cream and the rest of the whole de Quraish cheese .. O Tlhakana O Matlhaknah \" 💙 <LF> - the writer * Ahmed Adaweyah *.	NOT
5405	يا ستّي يا ختياره يا زينه كل الحاره 💘.	City Ya Ya Ya Zina Khttiarh all warm 💘.	NOT
5406	RT @USER: يا حظ بيته يا سعد<LF>شارعه يا مبخت اهله:)	RT @USER: Oh luck home, O Saad <LF> O his street Mboukt his family :)	NOT
5407	@USER @USER 😂😂😂😂😂 ضحكتني يا ميشو والله<LF>هات يا ابني البالطو للواد 🤦‍♀️🤦‍♀️🤦‍♀️	@USER @USER 😂😂😂😂😂 Dgtna O God Michaux <LF> Hat, my son, Wade Petticoat for 🤦♀️🤦♀️🤦♀️	NOT
5408	@USER يا الله يا رب يا رحمن يا رحيم يا رب العالمين يامن أمره بين الكاف والنون وهو على كل شيء قدير أن تشفيها و تعافيها .	@USER O God, O Lord, O Rahman, O merciful, O Lord of the Worlds Yamen ordered between the CAF and the Nun is over all things that Chwiha and recovery.	NOT
5409	اللهم يا ذا القدرة يا عظيم يا قوي، سهل لي و علي و أرزقي من خزائن رزقك و مغفرتك ولا توكلني لغيرك يا أرحم الراحمين	O God, O The ability Oh great, O strong, easy for me and Ali and Arezki of cabinets Rozkk and forgiveness and not to others Toklna O Most Merciful	NOT
5410	RT @USER: @USER يا بختنا فيك يا وكليتنا العزيزة دايم تحفيزك لنا و وجودك اكبر هدية و نعمة💗💗💗 و الشكر مردود لك اكثر و اكثر على…	RT @USER: @USER O you, my dear Bouktna and our college Daem and motivate us you are the biggest gift and Namh💗💗💗 and Thanksgiving returns you more and more on ...	NOT
5411	RT @USER: وربي اختبار سهل خلاص يا فل مارك يا فل مارك مافيها ون تو<LF>: درجتك 12 من 20 URL	RT @USER: my Lord test easy salvation O Mark O Phil Phil Mark Mavera One to <LF>: 12 grade 20 URL	NOT
5412	RT @USER: اللهم يا واسع المغفره وسع على فقيدنا<LF>#عبدالناصر_المشعان قبره وكفّر سيئاته<LF>وعاملهُ برحمتك وعفوك يا عفُ يا غفور<LF>اللهم أنِس وح…	RT @USER: Oh God, my wide remissions expanded on Fiqidna <LF> # Abdanazar_almhaan grave and Kafr disadvantages <LF> and Treat your mercy and forgiveness, O weak O forgiving <LF> O Anas h ...	NOT
5413	@USER بس يا شرموط يا معرص روح عرص لمرتضي وملكش دعوة بالزمالك ولا جروس	@USER Bas Ya Ya Hrmut Crew spirit of the show to Morteza and malaksh call Zamalek and Gruss	OFF
5414	لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا لا يا رنا	No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana No, Rana Rana No, No, No, Rana Rana Rana No, No, No, Rana Rana Rana No, No, No, Rana Rana Rana No, No, Rana	NOT
5415	@USER @USER إقفلي يا هاجر يا شاهين النت دلوقتي وقومي نامي.😡😂	@USER @USER Aagafla, Hagar O Shaheen eih the net and national Nama.😡😂	NOT
5416	@USER @USER سامحيني يا ست الكل اذا قرأتي ردودي النجسة النذلة على الانذال الانجاس على صفحتك الطاهرة العفيفة يا تاج الراس و لا تحتسبيهم علينا يا حرة و سامحي هذه الأمة فنحن بريؤون من قذارتهم و لا تتاثري بمزابل الأمة ففي كل بيت طاهر تجدين حمام نج	@USER @USER forgive me if all my six Qrota my responses to the unclean Alnzlh bastards on your Alangas pure chaste, O crown of the head and not Thzbehm us, O free and Sameha this nation, we are innocent of filth and not Taatatheri Bmzabl Every nation immaculate house do you find Ng bath	OFF
5417	@USER كل الحب والتقدير ليك يا رائعة يا كنداكة ..<LF>#اعتصام_القياده_العامه	@USER love and appreciation for Lake O, O great Kendakh .. <LF> # Aatsam_alkiedh_amh	NOT
5418	@USER @USER موزة و الشاذ و قطر بنت الوسخة هم اللي موضوعين بالعار، يا ارهابيين يا اخوانجية يا اوساخ.	@USER @USER banana and abnormal diameter and girl who are dirty themes of shame, O terrorists, O Akhuangah O dirt.	OFF
5419	ضيع يا رومارينهو يا كلب هيا اللقم في بابك والله حرااام	Scruffy Oh Romarenho Oh Come dog morsels in your door God Hraaam	OFF
5420	شبكتو الزول <LF>قم يا عبد الحي قم يا عبد الحي .. أها قام يلخبط اقدرو قعدوهو. <LF>خلاص كفاية أقعد يا عبد الحي .<LF>مزمل فقيري برضو خلي يقعد وآداب ومنو كده داك .<LF>#قربت_تسقط	Hbactu Zul <LF> Arise, O Arise, O Abdul Hai Abdul Hai .. Aha the Abt Akedro Qtekeo. <LF> salvation adequacy O Abdul Hai immobilized. <LF> Muzammil-poor Bradw vinegary sit manners and growth like that Dak. <LF> # Qrepett_tsagt	OFF
5421	ولسه بتحبه يا قلبي ، يا قلبي حرام عليك ازاي تأمنله تاني بعد اللي عمله فيك 🎶🙂	Welsa Bethibah O my heart, my heart is haram you Tomnlh Tani What do you do after you who 🎶🙂	NOT
5422	يا رب افرجها يا رب زينها من عندك	O Lord, O Lord, released Zinha from Thee	NOT
5423	@USER حصل احنا مقولناش عايزين حكام من الدوري السعودي اللي بيحكموا للهلال واخده بالك يا فيفي يا محروقه دمتم محروقين URL	@USER got Ehna Mcolnac from the Saudi rulers we want the league who Bagmwa Crescent and Akhaddh your thoughts, O, O Fifi Burnin long as you Mahrouguin URL	OFF
5424	يا مهون المشاوير يا مقرب البعيد وصلنا بالسلامة وجمعنا من جديد - مسافر إلى مطار القاهرة الدولي من مطار الملك خالد الدولي URL	Oh, my long walks Mahone close got safety and collected again - passengers to Cairo International Airport from King Khalid International Airport URL	NOT
5425	طب تعال جنب اخوك عمرو واخد انتم أصلا بتحبوا تعيشوا علي التهزيق يابن المبقعه يا نطع يابن النطع يا خروف قول ماءءءء يا ابو النجا يا شمال #جبهة_شعب_مصر URL	Medicine Come-by-side brother Amr Wakhed you already live on the Ptahbua Althazeeq Iabn O stained Nta O son of my sheep Alnta say Meeee O Abu Naga O North # Jbhh_hab_msr URL	OFF
5426	@USER بصي يا لاله يا بنتي ، انا حاسس والله اعلم انك كونتي عني فكرة يعني كده مش ولابد <LF>😛😛	@USER Besi, O God, my daughter, I Hasses God, I know you mean Conte me an idea like that must mesh <LF> 😛😛	NOT
5427	RT @USER: طب على فكرة بقى يا يوهان يا كرويف يمكنك صنع بطل من المال ويمكن ان نرى كيسا من المال يحرز هدفا	RT @USER: Medicine on the idea remained O, O Johan Cruyff, you can make a hero of money and can see a bag of money to score	NOT
5428	#NewProfilePic متشكرين يا بصلة يا ابن العبيطة ❤️ URL	#NewProfilePic Michkran O onion, son Alabith ❤️ URL	OFF
5429	على رأي الشوالي : علي يا علي اتدلع يا علي URL	On Shawal: Ali opinion O Ali O Ali Atdla URL	NOT
5430	يا حلاوه يا حبيبي <LF>يحق لك تؤمر وتنهى	Oh sweetness, my love <LF> You are entitled to be ordered and terminated	NOT
5431	@USER @USER ديموكراتية دى ولا موش ديموكراتية يا متعلمين يا بتوع المدارس 😂😂😂	@USER @USER de Damukratih not much Damukratih O, O learners Ptoa schools 😂😂😂	NOT
5432	يا نمور يا كبير اسيا يا تسعيني 😭😭😭	Hey Tiger Big O, O Asia Tsaina 😭😭😭	NOT
5433	RT @USER: ِ<LF>ياحظ بيته يا سّعد ، شاااارعهّ يا مبخت هله 💛. URL	RT @USER: <LF> O Saad MMS ~ his house, O Haaareeth Mboukt Halle 💛. URL	NOT
5434	#انا_الاتحاد<LF>الله يعزك يا عميد الاندية يا كبييييييييير 💛🖤💛🖤💛🖤💛🖤💛	# Ana_alathad <LF> O God Aazk clubs Dean O Kpeyeeyeeyer 💛🖤💛🖤💛🖤💛🖤💛	NOT
5435	يا باب يا مقفول ... إمتي الدخول صبرت ياما و اللي يصبر ينول دقيت سنين ... و الرد يرجع لي : مين ؟ لو كنت عارف مين أنا كنت أقول عجبي !!! لـــ صلاح جاهين	Oh, my door ... my nation stoppered entering patient Yama and who endures Linoleamidopropyl years Deghit ... and the answer is due to me: Maine? If you are Arif Maine I say Aajabi !!! Salah's Jaheen	NOT
5436	@USER فقدنا قائد وملهم للاعبين داخل الملعب وخارج الملعب. كان يحارب ويقاتل عشان شعار الهلال. ستظل في قلوبنا يا ابو عبدالعزيز يا افضل مهاجمي آسيا. في ذكرى اعتزالك لكرة القدم. يا من اسرت قلوب محبيك.	@USER lost our captain and inspirational players on the pitch and off the pitch. He was fighting and fighting Ashan Crescent logo. Will remain in our hearts, O Abu Abdul Aziz, my best pecking Asia. In memory of Aatzalk football. O from the hearts of lovers captured.	NOT
5437	@USER ولو خسر اياكس ..<LF>بتقول مو ذنبي .. مدربهم سيء 😂😂<LF>يا حليلكم يا حقين التوقعات !	If @USER Ajax lost .. <LF> Bet'oul Mo Zanby .. bad coach 😂😂 <LF> O Halilkm O two rights expectations!	NOT
5438	صرتي حديث البها والحسن في كل دار<LF> مافيه بنتٍ جمالك ما كحل عينها <LF>في كل عرسٍ تحضرينه يصييير انهيار<LF>ما غير \" يا حلو بنت فلان يا زينهااا	Modern Albha and Hassan Srta each House <LF> Maver girl beauty is the same solution <LF> in every wedding Thoudrene Aseyer collapse <LF> What is \ "Oh sweet girl so and so, O Zanhaaa	NOT
5439	@USER يا رئيسنا يا حبيبي المباراة الجاية حياة او موت لازم نفوز لازم نبي المركز الثالث للتعاون نبي نلعب باسيا احنا فخر القصيم وكبيرها لازم نفوز المباراة الجاية💛💙🖤	@USER O our president, my love the game of life or death Gaah needed to win the third place needed a prophet cooperation prophet play Passia Ehna pride Qassim and big needed win the game Gaah💛💙🖤	NOT
5440	@USER @USER والله محد منحشر غيرك يا قذر يا منحط اجل علاقة غير محميه مع غرباء ؟!!!!<LF>الي بالأصل هي \"زنا او لواط\"<LF>من وضحنا لك الاسم الحقيق لمثل هذي الأفعال المحرمه اشتطيت وفار دمك ..<LF>نعم معدي ًقاتل يا نكره هذا المرض خطير <LF>وينتقل عن طريق الح	@USER @USER God specific jammed others O dirty O TWILIGHT for unprotected relationship with strangers? !!!! <LF> to the asset is \ "weight or W \" <LF> from and explained to you name rightful to like these are Forbidden acts Achttit and Far blood .. <LF> Yes contagious killer of O hate this dangerous disease <LF> and transmitted by pressing	OFF
5441	@USER اي يا بتلحقي يا ما بتلحقي 😂😂😂	@USER any O Ptlhaka O what Ptlhaka 😂😂😂	NOT
5442	RT @USER: و الله يا هو كان اسيست يا بيتروس هههههههههههههههههههههههههههههههههههههههههههههههههههههه 😂😂😂😂	RT @USER: O God, and he was my essayist Petros Hahahahahahahahahahahahahahahahahahahahahahahahahahaha 😂😂😂😂	NOT
5443	@USER تفو عليك يا شيخ السلطان يا مبرر الدماء يا خادم العسكر	@USER Phew you, O Sheikh Sultan O justified blood, O servant of the military	OFF
5444	@USER كل سنه وانت طيب وبخير وسعادة يا سُمعه يا حبيبي وعقبال سنين كتيره من المركز الرابع المؤهل للابطال وانت عارف انك علق وبحبك وعقبال تتجوز وتخلف واد تسميه فينجر	@USER every year and I am a good and fine and heard my happiness, my beloved and Wishing years Ktarh from fourth place and qualification for the Champions You know you commented love and backwardness Ttjoz Wishing Wade calls Wenger	NOT
5445	RT @USER: عَامِـكِ سَعيـد يا شخصي المُفضل ،، يا مُذهِلة مثل شَـهركِ و ليْلة ميلادكِ ،، كُل عَـام وَ وَصْفـكِ بالنِسبة لي مُـحَال ،…	RT @USER: your year happy Oh personal favorite ,, oh and amazing like Shahrak night birthday ,, each year and your class for me shops, ...	NOT
5446	RT @USER: #اللهم يامسهل<LF> الشديد و يا ملين الحديد و يا منجز الوعيد <LF>و يا من هو كل يوم في أمر جديد أخرج اليمن وشعبها من حلق الضيق إلي أوسع…	RT @USER: # O Iamshl <LF> and O severe laxative iron and O Completed warning <LF> and O is every day something new out of Yemen and its people from the throat to narrow the widest ...	NOT
5447	@USER السبت أنا أخلص 💃🏻 آمين يا رب أجمعين يا بعدهم 💙.'	@USER Saturday I am sincere 💃🏻 Amen, O Lord, O companions after them 💙. '	NOT
5448	ميت فيك وما اخليك تبي عمري تبي روحي شنو يرضيك يا قلب امي يا ماي عيني احبك اي واموتك يا اسرني🎶	Vick is dead and Okhalik Etbi I Etbi my soul, my heart Henw satisfy my mother, O My eyes love you any Amotk O Asrna🎶	NOT
5449	RT @USER: @USER 😔😔😔😔 يعني اردد يا ليل ما اطولك يا ليل	RT @USER: @USER 😔😔😔😔 means echo O night, O night, what Atoulk	NOT
5450	@USER @USER اخ تف عليك يا عميل يا ذنب يا تركي تعرف عمك سييرا افضل مدرب	@USER @USER brother meet you, my client, my fault, my Turkish know your uncle Sierra best coach	OFF
5451	وُعندك كاليسي تجيب ولد من جون ويخيرونها يا تعيش يا المولوت وتموت هي — اوكيي URL	And you have Kaleici answer born of John Ejerunha O, O live and die Almolot are - Aukiy URL	NOT
5452	اغربي يا شمس واشرق يا نصر<LF>بالتوفيق للعالمي💛💛	Agrba O sun shined O Nasr <LF> success for Aalmi💛💛	NOT
5453	@USER يا الاول يا التاني السنه ديه يا كابتن خالد	@USER my first year, my other middle has O captain Khaled	NOT
5454	@USER يا تهدي يا تعدي اصل انتي مش ئدي خلي الحياه وردي💘💘💘💘	@USER presents O my transgression out of Ante mesh life and let the lead Rda💘💘💘💘	NOT
5455	RT @USER: يسخر من شخص تقدّم لوظيفة عنده أمام الملأ بهذه الأسلوب الوقح وهو كاتب Lebral بدلا من Liberal<LF>يا واد يا متحرر .. يا جاهل URL	RT @USER: make fun of the person offering the job to him in public in this brazen manner, a writer Lebral instead of Liberal <LF> O Wade O liberal .. oh ignorant URL	OFF
5456	@USER @USER يا بعد حيي يا تكر ♥️	@USER @USER shy after my O Tucker ♥ ️	NOT
5457	لو .. يا صغرها كلمه و يا كبرها خيال	If a word .. oh her childhood and my imagination too big	NOT
5458	RT @USER: أريد أكتب غزل والحزن ممنوع <LF>وأهديلك القصيدة وبيك أتغزل <LF>يا طشة عشك يا نبع يا ريحان <LF>يا شدة ورد معكودة ما تنحل <LF>حبي…	RT @USER: I want to write spinning and sadness forbidden <LF> and Ohdjelk poem Beck Otghazl <LF> O Thh Ashk O spring O basil <LF> O Lord severity Mekodh what dissolves <LF> my love ...	NOT
5459	@USER اتمنى من الله شلل رباعى له ان شاء الله ولك ايضا يا كلب يا خنزير يا شرمطاوى	I hope God @USER paralysis tetra him, God willing, and you also, my dog, my pig, my Hrmtauy	OFF
5460	يا تجار يا ..... لعنبوكم ما تستحون ما تخافون الله ما تبون الأجر من الله ساعدوا هذا المريض لا بارك الله بفلوسكم😡 أو أنكم تدرون فلوسكم كلها حرام وتدرون ما من وراها الأجر 😉 URL	Oh traders Oh ..... what to Nbokm ashamed what you fear God, what Htbaun reward from God helped this patient not God bless you Bwloskm😡 or Tdron are all haram Wloskm and what Tdron and saw her pay 😉 URL	OFF
5461	إذا شفت البنت صابغة شعرها أشقر ناري تأكد إنها <LF>يا تزوجت يا تطلقت يا طالعة من الأربعين <LF>في كل الحالات الأشقر يدل على مرحله انتقاليه !<LF>حقيقة	If I saw her hair blond girl Sabgh firearm make sure that she <LF> O married O divorced, my horoscope of forty <LF> In all cases, the blond shows the transition! <LF> fact	NOT
5462	يا قادر على كل شيء يا مدبر الأمور يا مسهل الأمور سهل عليها ما تبقى من ٩ أشهر و احفظها من كل شر🙏🏼👶🏻	O capable of all things, my housekeeper, my purgative things easy by the rest of the 9 months and save it from all Hr🙏🏼👶🏻	NOT
5463	@USER كل سنة وانت طيب يا دكتور ايمن يا غالى ❤	@USER each year and you are good, Dr. Ayman Ya Ghali ❤	NOT
5464	يا ليلُ طلْ يا شوقُ دمْ<LF>إنِّي على الحالَينِ صابرِ	O night dew, my longing blood <LF> I am both cases Saber	NOT
5465	@USER @USER اللهم رب الناس أذهب البأس , اشف أنت الشافي لاشفاء إلا شفاؤك شفاء لا يغادر سقما,اللهم يا حي يا قيوم يا رحمن يارحيم,يا لطيف, يا خبير يا سميع يا بصير اللهم ألبسها لباس الصحة و العافية و الشفاء	@USER @USER O Lord of the people I go bass, heal you cure for healing, but healing does not leave Your healing a disease, Oh God, O self Rahman O Aarahim, O gentle, O expert O Hearing, O Seer of God, dressed dress health and wellness and healing	NOT
5466	يالله ياكريم ياأول يا آخر يا ظاهر ياباطن<LF>يا مجيب يا رحمن يا رحيم يافارج الهم و ياكاشف الغم فرج همي و يسر أمري و ارحم ضعفي و قلة حيلتي وانصرني على أعدائي <LF>و اعف عني و ثبتني على دينك<LF>وارزقني من حيث لا أعلم ولاأحتسب يا رب العالمين🙌🙌🙌	Wonderful Yakeram Aaool O another O Zahir Aabatn <LF> O Mujibur O Rahman O merciful Iafarj carefree and Aakashif Gloom Faraj imaginary and pleased my order and have mercy twice and lack of Hillete and: My on my enemies <LF> and feel disgusted me and set me on religion <LF> and Arzgueni from where I do not know, O Lord, and Aohzb Alim🙌🙌🙌	NOT
5467	RT @USER: أما أنتم يا شبابنا، يا من شرفتم بسلوككم تاريخ بلادكم، الذين قتلوا في سبيل الله والذين دافعوا عن الإنسان، أنتم شرفنا، دماؤكم…	RT @USER: As for you, our youth, you, from the history of your country Hrvatm Bslokkm, who have been killed in the cause of God and those who defended human, you are honored, ... Your blood	NOT
5468	@USER @USER صحبى يا صحبى يا صحبى انا بهزر والله	@USER @USER Sahbi O Sahbi O Sahbi I Bhzr God	NOT
5469	@USER يامن يحيي العظام وهي رميم .. آشف هذا الطفل المريض شفاءا لا يغادر سقما 💔يا الله بحق اسمك الأعظم أنقذ والطف بهذا الطفل .. يا الله يالله يا الله. .	@USER Yamen salutes bones .. Rmam this patient revealed the child Chweoua not God leaves a disease 💔aa your name right and saved the greatest tuff this child .. Wonderful, O God, O God. .	NOT
5470	الجميع اتفقوا واجمعوا وخططوا ورتبوا على تفكيكه وهدمة وانهاكه وارهاقه وافشاله.. بل وتدميره وتحطيمه وسحقه وابادته..<LF>لك الله يا بطل.. لك الله يا هلال لكن مانقول الله يدمر من دمر الهلال وان يشل اطرافة ويجعل تدميرة في تدبيرة<LF>السنة هذي خططوا على أبعاد الهلال عن البطولات	Everyone agreed, and gather and planned and arranged to dismantle and destroy it and depletion and Irhagah and foil .. and even destroy it and destroy him and crushed and his destruction .. <LF> you God, O hero .. you God, O moon but Manicol God destroys the destroyed Crescent and paralyzes the limbs and makes it destroy the hatched <LF> year these are planned on Crescent dimensions for tournaments	NOT
5471	@USER وضع البرشلوني وهو يحتفل ليلة على انغام افتحي يا وردة اغلقي يا وردة 😂 URL	@USER Albrchillona put a night celebrating the music of unfasten O Rose O Rose shut 😂 URL	OFF
5472	يا جامد يا جنش 😂🇦🇹🇦🇹🇦🇹💪💪💪 URL	Oh, my rigid Jnc 😂🇦🇹🇦🇹🇦🇹💪💪💪 URL	NOT
5473	#مرزوق_ربع_قرن_خلف_القضبان3<LF>اللهم اجعل عودته عاجلة غير آجلة وقريبة غير بعيدة، لتقر عين أمه ويهنأ قلبها <LF> يا كريم يا أرحم الرحمين، يا من أمرك بين الكاف والنون. URL	# Marzuk_rba_qrn_khalaf_alqillan 3 <LF> Oh God, make his return is urgent futures close not far, to acknowledge his mother's eye and congratulated her heart <LF> O cream, O merciful Alrahamin, O of your order between the CAF and the Nun. URL	NOT
5474	RT @USER: - تقريباً إحنا الجيل اللي قضى حياتُه كُلها مستني ، يا مستني حد يا مستني حاجه ، يا مستني مرحله تيجي ، أو مرحله تخلص ، و أدي…	RT @USER: - we are almost generation who spent his whole life touched me, oh touch me end my need touch me, touch me, my stage Tigi, or disposal stage, and led ...	NOT
5475	يا صاحب الفرج ، يا عالي بلا درج ، يا من شق البحر لموسى حتى خرج اخرجنا من الضيق الى الفرج 🌱<LF>اللهّمإرفع مقامنا في الدنيآ والآخرة وأثلج<LF>صدورنا بدخول جنتك<LF>ونور بصيرتناولآ تمكن عليناظالما<LF>ولآحاسدا وأجعل حياتناسعادة <LF>وموتناراحةيامجيب الدعاء🤲🏻 #يارب URL	O owner of the vagina, oh high without drawer, O slit the sea to Moses led us out of the trouble came to the vagina 🌱 <LF> Allahmarf our situation in the world and the Hereafter and snowed <LF> our chests to enter paradise <LF> and Noor Besaratnaola managed Alinazalma <LF> and Ahacda and make Hyatanasaadh <LF> and Motnarahha.b Da'a🤲🏻 # O URL	NOT
5476	RT @USER: ١٤<LF>حافي يا مافي يا بط يا جافي تاكل كرنب وتقول كافي، منشكح وطالب عالم وقارء كبير وأحب علمك، وتبدو شيبه.. وفصلاتك في الميوي ت…	RT @USER: 14 <LF> O bare Mafi O duck O Jaffee eat cabbage and say enough, Mnckh called the world a great player and I love your knowledge, and look Shaibah .. and then your prayer in Almioa t ...	NOT
5477	يا ليتنا يا صاحبي ما عرفناك<LF>يا ليتنا من هالمحبة سلمنا :).	Oh If only my friend what Arafnak <LF> O that we had from Halmahbh handed :).	NOT
5478	@USER لمستك يا ساحر يا فنان حطت فهد قدام المرمى 😍	@USER your touch O O magician artist Fahd landed in front of the goal 😍	NOT
5479	النقاش بالسعودية يا تحشرني يا احشرك اما اقنعني واقنعك لا ..	The debate in Saudi Arabia, O, O Thherna Ahacrk either convinced me and Aguenek not ..	NOT
5480	RT @USER: يا بنا يا بنا 💃🏼💃🏼 #fi_male	RT @USER: O us, O us 💃🏼💃🏼 #fi_male	NOT
5481	@USER وأنتي كمان منورة يا شيما يا أجمل مذيعه في الدنيا	@USER Ante violin illuminating O Shima O most beautiful in the world announcer	NOT
5482	RT @USER: وقتما يكون الأصدقاء ثروة ومخرج طوارئ من بؤس هذا العالم وأيامه الكئيبة. يا نصيب قلبي! يا نصيب قلبي من الرضا والحب أنتم.❤️ @USER…	RT @USER: whenever a wealth of friends and an emergency exit from the misery of this world and his days grim. O share my heart! Oh my heart's share of satisfaction and love Ontm.❤️ @ USER ...	NOT
5483	نعم صدقت يا عادل <LF>نريد كل البطولات وكل البطولات مهمه لدينا لا نريد التفريط في أي بطوله وكل مباراه نلعبها نريد الفوز لا غيره <LF>هذا ديدن الزعيم واللي تعودنا عليه <LF>كبير يا زعيم آسيا يا أغلى نادي 💙💙💙.<LF> URL	Yes, just <LF> ratified all want tournaments and all tournaments task we do not want to alienate any championship and every match we play we want to win no <other LF> This is the attitude of the leader and who we are used to <LF> Big O leader of Asia, my most expensive 💙💙💙 Club. <LF> URL	NOT
5484	@USER وين الرواتب يا سرق يا مرتزقه يا خوارج العصر يا عبيد ايران	@USER Win salaries Oh stole my mercenaries, my Kharijites age, servants of Iran	OFF
5485	RT @USER: يا مالك الملك يا ذو العفـو و المـنه<LF>عبدك بدونك ضعيف وحالته حاله<LF>،<LF>أسالك يا ربـي ،،، الغفـران و الجـنه<LF>في يوم ماينفع المؤمن…	RT @USER: O King owner of a pardon and O Allah <LF> and a weak servant without you his case <LF>, <LF> O Lord ,,, ask you forgiveness and paradise <LF> on Mainf insured ...	NOT
5486	@USER طفشووووه يا كابتن علشان المشكلة تبقى فريق كورة ذى قبل كدا <LF>عاش يا كابتن خالد يا بندق يا ابن النادي <LF>خرب فى فريق الكورة اللى صنع من اسمك ف أفريقيا مش ف مصر بس <LF>خرب ف النادي اكتر لكون مرتضى مش عاوز جروس <LF>اللى بيساعد الظلم على الاستقوا	@USER Tefhwooooh O captain Ahan problem remains football team ever before CDDA <LF> lived, O Captain Khaled O nut, O son of the club <LF> ruined in football Elly team making your name in Africa Mesh P Egypt Bs <LF> ruined in the club Aktar because the Morteza Mesh Aaoz Gross <LF> Elly Pisaad injustice Alastqgua	NOT
5487	@USER يا حمار يا جحش يا بقرة يا ثور يا مطية عزمي	@USER O donkey colt, O, O, O ox, my cow ride Azmi	OFF
5488	@USER عم بطووووووط الغالي 😍<LF>وانت طيب يا غالي يا رب وميحرمنيش من وجودك وذوءك يا راجل يا محترم يا رب	@USER uncle Btowoowot dear 😍 <LF> and you are good, O Lord, O-Ghali and Mihrmenah of you are and Dhuek O footmen O respectable, O Lord,	NOT
5489	RT @USER: @USER الله يبارك فيك يا وفى يا مخلص وهذا من ذوقك واصلك الطيب	RT @USER: @USER God bless you, O my Savior and in that of your taste and your origin Tayeb	NOT
5490	يا رب مطر يا رب يا رب 🥺	O Lord, rain, O Lord, O Lord, 🥺	NOT
5491	@USER @USER يا شابه يا جذابه ح ننتظر لي بكرا لمن نسمع البيان بعدها ح نشوف البحصل. شنو	@USER @USER ya like ya attractive h wait for me a virgin who hear the statement after Ncov h Seasal. what	NOT
5492	يا آل_سعود.. يا آل يهود.. اسمعوا هذه الرسالة!<LF>#شهداء_الحق URL	O .. O Al_saud Al Jews .. Hear this message! <LF> # Hhda_alhak URL	OFF
5493	يا بداية المحبه .. يا نهاية الوله.	Oh the beginning of love .. O end Alolh.	NOT
5494	و يا حلم بعيد .. يا جايز نفسي يبقي أكيد ❤❤ URL	And my dream afar .. Hey Guys keep myself for sure ❤❤ URL	NOT
5495	٤ أيام || يامُبتدى يامُنتهى يا آخري و يا أولي ّ	4 days || Aamptdy Aamenthy O, O and other	NOT
5496	RT @USER: فلاش موب نجوى كرم إييب السعادة .. يا حلوها و يا حلو بيروت ❤️	RT @USER: Flash Mobb Najwa Karam Ayib happiness .. O Hloha and O sweet Beirut ❤️	NOT
5497	يا دفء المكان وأُلفته يا أمي❤️.	Oh the warmth of the place and my familiarity Oma❤️.	NOT
5498	في قلبي يا مغلاك<LF>و بعيني يا محلاك♥️	In my heart, O Mglak <LF> and with my own eyes, my Mahlak ♥ ️	NOT
5499	RT @USER: مقاول متورط مع سارق الرمال يرشو موظفي «أشغال»😎<LF>وينچ يا وزيره يا جنان بوشهري <LF>اذ كان كلام صحيح عبرى عن غضبك او اذ كان خ…	RT @USER: contractor involved with the thief sand bribe employees «work» 😎 <LF> and Anچ O vizier O Jinan Bushehri <LF> as the word of the true Hebrew or your anger as it was x ...	NOT
